arhare,n. forehead
arhọ,salvation
árhóghọ,contribution
árhọvwefe,special bead worn on the neck like a bow-tie by traditional rulers
árhuẹrẹ,development
asa1,place
asá2,bird with red beak that bores hole in the pit
asán3,June
asadáveravwe,abattoir
asé1,acquittal
asén2,odd
aseje,everywhere
ásiweri,mamba
aso,night
atámu,charm for effective balance
atánẹ,it is said
átárhọvwe,charm for easy acceptance/answer
atẹtẹ,"n. tray, flat basin (made locally from a plant called éti)"
atikprere,rumour monger
ató1,chewing stick
aton2,savanna
avá,February
áviávwe,n. armpit
avwáre1,we
avwárẹn2,us
avware3,wide area with collection of ponds
ávwárhé,charm for lightness
ávwebọ,favourite (e.g. wife)
avwerhe,sweetness
Urhobo,English gloss
avwiana,flag
ávwíkpe,charm for postponing evil days such as death
ávwiórọvwe,wife always treated with disdain by the husband
ávworo,rainbow
avwré,n. gill
avwro,argument
awa,hour
aware,ancient
áwúsá,Urhobo name for the Hausa people and their language
ayarọ,basket used by women in fishing
ayávwa,meet you well (i.e. at table)
aye1,woman
ayen2,they
áyen3,them
ayerórọvwe,Mrs.
ayerúwevwi,housewife
ayevevu,pregnant woman
ayọni,pressing iron
azagba,n. public place
aziza,spirit roaming in the forest which gives rise to whirlwind
bá,be loose (of a baby carried on the back)
bẹdẹ,never
bẹdẹbẹdẹ,"adv. forever, continuously (of time)"
bẹnẹ,romance
bẹré,tear
bẹsiẹye,until
bi,v.t push
bibi,"grope, roam aimlessly"
biebí,black
biko,please
bioma,make way for
bo1,crow
bo2,swim (of fish)
bọ,v.t build
bọrọ,comfort
bọrọbọrọ,warm
bu,be plentiful
búbú,"awkward, clumsy"
bue,scrape
buebu,many
Urhobo,English gloss
búnọ,too many/much
brabra,bad
bró1,how many?
bró2,how much?
bru,cut
brúdú,worry (about/over something)
brúche,advise
CH,ch
chá,support/aid
chavwọ,screw
chere,cook
chiyi,tread (on something)
cho,steal
chúko,help
da,drink
dádá,sharp
dede,welcome
dédévwo,nevertheless
dẹ,buy
dédé,careful
di,block
dia,menstruate
dié,what
diguẹ,request one to say
dino,nearly
do1,"thank, general greeting which expresses variety of sentiments"
dó2,v.t throw
doghodogho,slack
dọdọn,lean/thin
du,mate
duvwu,pound
Dj,dj
djádjá,peppery
djávwe,v.t hide
djé1,show/explain
Urhobo,English gloss
dje2,spray (somebody with medicine by mouth)
djẹ1,run
djé2,drive away (animate objects)
djẹ3,germinate
djídjí1,a. foolish
djídjí2,foolishly
djoma,introduce (oneself to)
dju,fan
e,"yes, response to most greetings and directives"
ebén,sharp grass
ébo1,woven native bag made of raffia palm
ebó2,act of crowing
ebó,thatch/roof
ébri,(eghó) n. darkness
ebró,act of cutting
echa,bad omen
echéro,forgetfulness
echó,stealing
edede,reception/welcome
ediri,patience
edo,noise
edovi,door frame
edjákekete,spider sp.
edje1,peer
édjé2,explanation/description
edjere,crocodile
edjenékpo,"leopard, ‘tiger’"
efe,wealth
efenudu,wrapper
eferifẹn,bird sp.
éfi1,fenced hidden place where masquerades and the like are dressed
efi2,rope used by palm collector in climbing the palm tree
egaga,hob
eganase,glass for drinking wine
égede,bowel
égenége,n. storey building
egéré,v.n. act of pushing
égéré,n. vomit
égodi,n. kite
égodo,n. compound
Urhobo,English gloss
egú,pounded yam
égba,n. jaw
egbedé1,n. needle
egbedé2,injection
egbedi,barrel once used for storing commercial oil for export
egbémuó,preparation
égbésásá,charm for glorious dance
égbó1,forest jungle
egbo2,ram
egbrí,Bahama grass
egbru,wrapper worn by men
eghanran,n. west
éghene,young man
éghre,enmity
éghróbọ,elbow
éghrówọ,ankle
éghrúgbo,knee
éghwo,n. funnel
eghwóro,massage
eghwọghwọ,clothes’ moth
éghwughwẹ,chameleon
eghwré,July
eghwro,n. hoe
éha1,n. dance
éha2,"game, play"
éhapho,white sand
charha,n. umbrella
eho,fine
éhóhó,hidden place
éhún,waist
ehuhu,bat
ehware,(coitus) sexual intercourse
éhwé,"punishment, beating"
ehwẹ,laughter
ehwéjé,"n. joke, jest"
éhwọrhọ,swamp
éjíro,praise
ejóbi,quant. all/every
ékán,n. abuse
ekéré,act of counting
eki,market
ékian,raffia palm
ékídia,n. sitting
ekó,sewing
Urhobo,English gloss
ekogho,area
ekó,"ayo, warri, game with 12 holes played with 4 counters each in a hole"
ekuakua,property
ékúgbé,togetherness
ekpahe,cold
ekpahọ,gbẹ n.p. fifty Naira (N50)
ékpéhruyovwi,skull
ékpéré,n. shout/exclamation
ékpeti,box
ékpé,n. sand
ékpo,n. bag/pocket
ékpóghówo,thigh
ekpono,act of dragging
ekrirhékrẹbe,insect that builds a shelter of small pieces of wood round itself
ékru1,family
ekru2,bundle
ema,dance done mainly by elderly people with the upper part of the body
emare,ground yam or plantain used for sacrifice
emé1,act of plaiting (hair)
emé2,twine
éméghene,youth
ememerha,gently
éméravwe1,moon
éméravwe2,month
émérha,little
emu,n. food
émúdia,standing
émúdiágá,solidarity
emuó1,act of carrying
emuó2,act of arresting
emuore,foodstuff
enákpukpu,motor-cycle
enanadja,pineapple
eni1,elephant
ení2,head-pad
eniáme,n. hippopotamus
énivwọvo,charm for the exclusive attention of one's husband or lover
enó1,act of quitting
énó2,brightness
énu,prep. up/top
enuebro,act of grumbling
énuerá,ascension
Urhobo,English gloss
enya,spittle
epini,half kobo (½k) [No longer in use]
epha,"oracle, divination"
ephẹn,urine
ephẹphẹ,n. ringworm
éphérẹ1,language
éphérẹ2,Urhobo name for the Ijọ people and their language
erákive,n. native blade
eráko,dog
erán,crushed palm kernel fibre for making fire
eravwe,"animal, meat"
eré,kind of mat
erere,gain
eri,fish
ériáriẹ,knowledge
eriávọ,over-feeding
erivwi,land of the dead
ero,backbiting
érurẹ,dove
érha,three
erhare1,fire
erhare2,hell
érhe1,kind of spice
érhe2,yawn
erherin,ceiling
erhi1,soul/spirit
erhi2,butterfly
érhia,n. tale-bearing
erhié,alligator pepper
erhirhi,ant
erhívwi,millipede
erhu1,hat
erhún2,barn
erhué1,cow
érhué2,act of bending
erhuru,port
erhurhu,refuse dump
érhuvwu,beauty
ésan,six
esábọ,bail
ésákpa,ant sp.
esákpógodi,great-great-grandchild
esé,"reading, calling"
Urhobo,English gloss
esegbúyóta,"belief, faith"
esi,pig
esiáye,sow
esió,writing
esiónó,reduction
esirághwá,bush pig
esiri,base
esiso1,sack
esiso2,two hundred Naira (N200)
esivwo1,treatment
esivwo2,"act of struggling for, contesting"
esívwórhọ,redemption
esha,grey hair
éshé1,act of falling
eshé2,failure
eshẹ,"rashes, crawcraw"
eshu,devil
ete,ward
éti,plant used locally for making trays and other things
etinẹ,here
etíyi,there
éto,watermelon
etu,heap
evé,bargain
evie,breast
evo,some
evun1,"n. stomach, belly"
evun2,pregnancy
evun3,in (side)
évun4,shop/store
evuétué,diarrhoea/dysentery
evuékpárọ,abortion
evúghe,recognition
evuó,"act of reaping, harvesting"
évurígho,n. bank
evúvwó,roasting
evré,rising
evrénúshi,resurrection
évwérhẹ,dream
évwiẹ,birth
evwóghóvwo,forgiveness
evwómuẹ,coronation
evwu,bat-like animal
evwré,somersault
evwri,"n. palm oil, mineral oil"
Urhobo,English gloss
evwrú,dew
éwán,bush clearing
ewavwe,palm branch with leaves on
ewé,"v.n. act of passing a thread through the eye of a needle, etc."
ewéne,"change, transfer"
ewéri,monkey
éwewu,expresses happiness
éwun,shirt
éwunráwọ,trousers
eyá,bet
éyareya,guinea grass
ezekẹ,dedication
Ẹ,ẹ
ẹba1,fish sp.
ẹban2,nakedness
ẹbamwá,rag
ẹbe,leaf
ẹbẹgbunu,lip
ẹbẹnẹ,"romance, love-play"
ébére1,side
ẹbẹre2,piece
ébérochékọ,opposite
ẹbiriẹ,lemon-grass
ẹbo,"medicine, charm"
ẹbó,construction
échẹ,door
ẹdá,act of drinking
ẹdebi,day before traditional market day
ẹdẹ1,day
ẹdé2,act of buying
ẹdẹjerọ,day after tomorrow
ẹdéwọ,market day; a day for abstaining from going to the bush for farming
ẹdia,"residence, place"
ẹdidjana,week
ẹdidjanarode,Sunday
ẹdidjanarotete,Saturday
ẹdiruo,traditional working day
ẹdiruorérhá,Wednesday
ẹdiruoréné,Thursday
ẹdiruorésósuó,Monday
ẹdiruorívé,Tuesday
ẹdiruoríyórín,Friday
Urhobo,English gloss
ẹdọ,leanness
ẹdúhrẹ,traditional day of abstaining from work and some other activities
ẹdjávwọ,n. act of hiding
édjó1,court case
ẹdjọ2,masquerade
ẹdjọ3,shrine
ẹfá1,translation
ẹfa2,feast held by traditional worshippers
ẹfẹn,region of the ribs
ẹfré,juggling
ẹga1,barren
ẹga2,service
ẹguá1,act of driving
ẹgua2,defilement
ẹguare,conference/meeting/gathering
éguónọ,love
égbá,strength/effort
ẹgbánọ,act of embracing
égborhá,coven
égbórho,many towns grouped together
ẹgha1,abomination
ẹgha2,resultant effect of committing a forbidden act
ẹghárọ,act of dividing
ẹghóriẹ,majestic walk
ẹghwárọ,castration
éghweya,totality of married women in a given place
ẹghwére,mat
éghwiẹ1,slap
ẹghwiẹ2,burn
ẹghwóriẹ,slipperiness
ẹhẹn,expresses agreement
ẹhẹrẹ,expansion
ẹhẹrhẹ,act of waiting
éhérhóbọ,palm
éhérhówọ,sole
ẹho,nest
éhó,bath
ẹhónímwémwun,baptism
ẹhwé,October
ẹjo,no
ẹkaruvwiyọ,remembrance
ékegba,rust
ékẹ,share/portion
ékẹkẹtẹ,camel
ékévuọvo,however
Urhobo,English gloss
ẹkiọ,sourness
ẹko,group
ẹkọ,act of planting
ẹkuá,act of packing
ẹkuedi,n. place where palm nut collectors process the nuts
ékuótọ,country
ẹkpa1,fool
ẹkpa2,unripe
ẹkpárọ1,act of lifting
ẹkpárọ2,postponement
ẹkpávwiyo,answer/reply
ékpévwé,"gratitude, thanks"
ẹkpo1,charm for protection against machete attack
ékpo2,swelling
élọhọ,charm for easy life
ẹmá1,act of measuring
ẹmá2,moulding
ẹmiẹmiẹ,sweetness
ẹmó,production (of fruits)
ẹmré,"act of seeing, visitation"
ẹmrévúghe,realisation
éne,four
ẹnérhẹ,pacification (e.g. from crying)
ẹbi`,act of grinding
ẹrán,creeping
ẹréré,eight
ẹreyọ,"admission, acceptance"
ẹré,levelling
ẹrẹvwe,tongue
ẹrió,act of eating
ẹro,eye
ẹró,act of swallowing
ẹruérhié,civilisation
ẹruévwióvwíyọ,hope
ẹruévwóte,supervision
ẹruémré,prophecy
ẹruó,entry
ẹrhá1,flying
ẹrha2,n. leopard
ẹrhẹrhẹ,swimming
érhóbọ,wrist
ẹrhóghra,dislocation (of a bone in the body)
ẹrhorho,leech
ẹhrovwo,prayer
ẹsá,act of shooting
Urhobo,English gloss
ẹsánọ,selection
ése,gift
éseróka,souvenir
ẹsiéfa,later
ẹsió,refusal
ẹshé,sale
ẹshórọ,v.n. act of crawling
ẹtá,act of recovering what is used as collateral security
ẹtẹrhe,pool of water
ẹto,hair
ẹtoégba,beard
ẹtórhẹ,act of burning
ẹtórọ,act of picking
ẹtuohoro,female pubic hair
ẹtuoshọ,male pubic hair
ẹtuóvwíyọ,beginning starting
ẹva1,n. alligator
ẹvá2,butchery
ẹvé1,act of bending
ẹvẹ2,act of belching
ẹvwáriẹ,repetition
ẹvwárọ,act of wrapping
ẹvwé,goat
ẹvwe2,kola nut
ẹvwé,eczema
évwẹrẹ,pot (native)
ẹvwiáye,she (nanny) goat
ẹvwóriẹ1,fading
évwóriẹ2,baby vomit
ẹvwó,act of swelling
éwa1,collateral security
ẹwá2,pass
éwén,"mind, breath"
ẹyá,act of drying
ẹyarọ1,bitterness
ẹyarọ2,act of begging
ẹyeórin,May
ẹyéghré,"struggling for balance, staggering"
Urhobo,English gloss
fá1,translate
fa2,confess
fá3,cane/whip
fán4,transport
fe,be rich
fefe,empty
fẹnẹ,"differ, differentiate"
fi,leak
fiá,split
fiunu,hiss
fobọrhe,you may return soon (farewell)
fon,clean
fori,necessary
fọ,v.t silence
fọrhọ1,wash (clothes)
fọrhọ2,extract liquid from leaves through squeezing
fu,quench
fuefú,quiet
fré,juggle
fru,snatch
ga1,serve
ga2,hold baby in squatting position to ease its defecation and urination
gagán,"adv. firmly, well"
gegerege,very high
géngén,very thin
gidigidi1,"eager, impatient"
gidigidi2,describes state of flame or heat
gidigba,"stout, massive"
gogorogo,very tall/high
gọ,worship
gu,judge
gua,v.t drive
gué,v.t frighten
gugunu,bent
guọ,dissolve
guọghọ,destroy
guoguo,"weak, sluggish"
guọnọ1,"find, look for"
guọnọ2,"v.t want, love"
Urhobo,English gloss
grogró,long/tall
GB,gb
gbá,tie
gbane,embrace
gbe1,dance
gbe2,narrate
gbegbé,dirty
gberi,"underline, rule"
gberuo,please continue with your meal (sing.)
gbẹ,cut grass
gbọn,smell
gbogbó,rotten
gbọgbọrọgbọn,"very long, tall or huge"
gbrogho,shake something like a tin of oil
gbrugho,shock
GH,gh
gha,forbid
ghagháre,"costly, dear, expensive"
ghare,divide
gheregbe,expansive
ghevweghe,ordinary
gho,hoot at
ghoro,hawk
ghọ,entertain
ghọriẹ,walk majestically
ghrẹghrẹ,call someone's name poetically to make it more appealing
ghroghro,transparent
GHW,ghw
ghwa,"carry, take along"
ghwaghwó,old
ghware,castrate
ghwẹ,pack (things)
ghwiẹ,slap
ghwo,exclamation of disappointment/surprise
ghwoghwo,announce
ghworiẹ,slippery
Urhobo,English gloss
ghworo1,massage
ghworo2,rub
ghwọ,be angry
ghwọrọ,waste
ghwu,die
ha,play (e.g. have fun)
harhe,abuse
héhé,expresses surprise
hẹhẹre,wide
hẹrhẹ,wait
ho,fine
họ1,bathe
họ2,expresses surprise
họhọ,similar
huhu,close/shut
hra,disorganise/scatter
hrahrahra,very dry
HW,hw
hwa1,pay
hwá2,tighten
hwahwa,narrow
hwe1,"kill, break (of glass, bottles, etc)"
hwé2,punish
hweké,expresses surprise resulting from fear
hwerhe,sweep
hwẹ,laugh
hworhẹ,wash
hwrẹhwrẹhwrẹ,very clean
í,expresses sad feelings
ibába,one's father
ibábode,grandfather
ibefí,hunting
ibẹtẹni,maternity home
ibiabọ,charm for effective wrestling
Urhobo,English gloss
íbietá,alphabet
ibósu,n. red poplin
ibọkpọ,mosquito net
ibunúku,skirt
íbrébru,(ila) n. tribal marks
íbrehe,mud
ibrẹro,second (of time)
ichíbẹ,five kobo (5k)
ichiyi,footprint
idónọ,word used in reference to money mostly in the olden days
idọrọ,cupboard
ídu,cocoyam
idjagodo,kerosene tin
idjáhróhró,mumps
idjé,game played by young girls in which they clap hands and jump
ídjédje,example
idjérhe,road
idjíghere,bicycle
idjo,n. horn
idjogbá,raffle/gambling
ifada,Roman Catholic Father
ifiaro,scorn
ífikiré,because (of)
ifio,n. money or material given to a person in appreciation of a good
performance,during dancing)
ifo,work or something done in return for the same gesture
ifotó,picture
ifó,waterleaf
igábọ,n. shoulder
igarí,garri
igé,Indian hemp
igede,drum
igedú,timber
ígógérha,triangle
ígógéne,square
ígógó,angle
igogono,n. bucket
igóvinẹ,governor
íguégu,gossip
igbe,Urhobo traditional religion
igberadja,prostitute
(ónóshóh,ọ)
ígbẹro,eyebrow
igbéyi,n. wall
Urhobo,English gloss
igbo,Urhobo name for the Igbo people and their language
igbunegbú,armed robber
igbunu,mystery
ígho1,money
ígho2,milk teeth (of babies)
íghorofán,transport fare
íghwré,seven
íhwe,ten
íhwegbẹ,num. sixteen
íhwe,érere num. eighteen
íhwegbẹ,num. seventeen
íhwegbẹ,num. nineteen
íhwérhá,thirteen
íhwéné,num. fourteen
íhwiórí,fifteen
íhwívé,num. twelve
íjí,covenant
ikadoro,candle
ikebe,buttocks
ikenekene,hide-and-seek
íkeníke,stilt dance
ikoko,cocoa
ikonosha,mattress
íkoro1,n. cloud
íkoro2,bangle made of elephant tusks
ikọkọ,stammer
íku1,crayfish
íkun2,story
ikurú,drum
ikpachá,towel
íkpákpáne,(soya) beans
ikpámáku,zinc
ikpekpa,shelf
ikpógri,melon
ikpukpuyẹkẹ,duck
ikrasi,kerosene
íma,"trillion (1,000,000,000,000)"
imágoro,mango
imamiwọta,mermaid
imashini,machine
iméjẹ,n. table
Urhobo,English gloss
iméjẹróghwrọrọ,desk
imidaka,n. cassava
iminiti,minute (of time)
ímíphopho,termite
ímu,excommunication
ímuẹró,assurance
ináma,n. cattle
inehweri,charm for love
inékuku,pigeon
inémẹ,n. file
inéne,one's mother
inénode,grandmother
inónẹ,today
ínú,dirt
ipóto,pot (imported)
ipọtó,button
íre,n. beans (white)
iredio,n. radio
iróba,"rubber tree, rubber"
iroro,thought
irósu,rice
íruéru,activity
íruo,job
íruobọ,handiwork
íruorugbóbọ,manual work
irháro,presence
irhíbo,n. pepper
írhirin,nine
írhóbo,Urhobo name for the Itsekiri people and their language
irhue,liver
irhuó,mode of dressing
isabato,shoe
isáma,sardine
isara,"saw, carpenter's implement"
iséné,camwood
isẹ1,amen
isé2,proverb
isí,"East, also used in addressing a group of people"
isigáti,cigarette
ísio,star
isiórho,foreign land
isírógbo,special bed designed for a bride on circumcision
isódje,n. soldier
ísọ,"excreta, stool, faeces"
Urhobo,English gloss
ísuésu,administration
isuéta,cardigan
ísha,beans (brown)
ísháshá,black pepper
ishéne,n. ten kobo (10k)
ishéne,n. one Naira (N1)
ishéne,n. fifty kobo (50k)
ishuáwúsá,bedbugs
ítába,tobacco
itáson,pot (imported)
itetebe,water lettuce
ité,parable-like statement
telẹvishọn,television
itiani,blanket
itiró,black eyeliner substance used by women as cosmetic on the eyes
itomátosi,tomato
itonotono,n. turkey
itọshi,torch
itú,mushroom
itutu,fungus
ívévé,promise
ívẹ,two
iviẹwa,guarantor
ivuémióvwó,annoyance
ívwirhi,smoke
ivwo,bud
ívwori,stream
ivworhíya,tapioca
ivwughẹ,foam
ivwri1,fat
ivwri2,ants that build their nest beneath the leaves
ivwríte,scrotum
íwurhie,ash
íyáko,gum (teeth)
íyáwọ,soldier ant
íye1,sacrifice
iye2,word for appreciating an ideal situation
iyési,horse
iyẹnrẹn,news
iyésiri,gospel
iyori1,curse
iyori2,oath
íyorin3,five
izẹn,strawberry
Urhobo,English gloss
izẹbu,counterfeit (of money)
izóbo,offering
jẹ1,choose
jé2,let
jẹ3,speak
jé4,yet
ji,send
jiro,praise
jokpa,conj. unless
joma,almost
jomaótọ1,be careful
jomaótọ2,carefully
jovwo,leave off
kada,response of kings and chiefs to the greetings and praise-singing of their
kákán,adv. at all
kare1,lock
kare2,scratch
karovwiyọ,remember
kasakasa,anywhere
kere,count
kerhọ,listen
ke,give
kẹdẹkẹdẹ,"everyday, daily"
kédófa,till another day/goodbye
kẹkẹrẹkẹ,precise or required amount
kẹré,"near, next, by"
késiéfa,till another time/goodbye
kẹsiéye,conj. before
kidia,(chidia) v.t sit
kídié,what else
kíré,as/like
ko,sew
kódẹ,exp. till tomorrow/goodnight
kokakoka,"all kinds, any kind"
koko,together
kokódo1,deep
Urhobo,English gloss
kokódo2,deeply
kókórókó,"firmly, tight"
kohwokohwo,anybody
kóravwọkóravwọ,anything
korhokorho,every town
kotakota,every word
kọ,plant
kọkekọke,"always, anytime"
kọre,pluck
ku,pour
kua,pack (property)
kueki,depreciate in value
kuere,v.t fence
kugbé,and
kuomagbe,unite
krénkrén,piecemeal
kri,keep long
kru,assemble (of things)
KP,kp
kpa,v.t vomit
kpahe,prep. about/on
kpare1,lift
kpare2,postpone
kpatakpata,quickly
kpavwiyọ,answer/reply
kpé,knit
kpénu,high
kperi,v.i shout
kpẹn,peel
kpẹkpẹrẹkpẹ,till dawn (staying awake)
kpẹkpẹvwiẹ,shallow
kpẹvwẹ,be grateful to
kpirhi,fold
kpogho,shake
kpokpo,v.t worry/trouble
kpókpọ,fresh/new
kpono1,drag
kpono2,v.i crawl
kpótọ,low
kpó1,deflect
kpọ2,dry
kpọnọkpọnọ,lumpy
Urhobo,English gloss
kpọrhọ,make wet
kprégédé,"suddenly, unexpectedly"
M,m
má1,measure
ma2,mould
mamọ,well
manọ,writhe
marho,"especially, particularly"
mavó,how
me,plait
meru,"pretend, feign"
mé,mine/my
mí1,pron. I
mi2,squeeze
mie,take
miẹmiẹ,sweet
míguẹ,I am on my knees (greeting from a junior person to a senior or more
elderly,one)
miomiovwi,ugly
miovwi,spoil
misiẹguare,I greet the gathering (before and after making a speech)
momo,borrow
mọ,produce
mu1,carry
mu2,arrest
mu3,be afflicted (e.g. by sickness or disease)
mudia,stand
muegbe,"prepare, get ready"
muodẹ,give name
mrẹ,see
mrẹvughe,realise
mrobọ,"v.i find time, get a chance to"
mwa,press (of fruit)
Urhobo,English gloss
Nn,(LI)
na,the
nabe,properly
nana,this/these
nánánáná,"now, just now"
ne,"excrete, pass out faeces"
nené,follow
nẹ,from
nẹrhẹ,pacify
ni,look
no,shine
nọ1,ask
nó2,"grind, sharpen"
nónó1,"drip, pour a drop at a time"
nọnọ2,soft
nọnọnọ,"greasy, oily"
nuvie,open (locked object only)
NY,ny
nyavwe,to use cutlass on
nyẹ,press
nyo,hear
óba,end
obáro,"n. front, forward"
obere,basket
obiebi,black (used in some contexts as biebi)
obo,what
obóhwẹre,n. left hand
obónẹ,"this side, here"
obótọ,prep. under
obóyi,"that side, there"
obọ1,hand
obọ2,recently
obọde,intact
obórhe,right hand
obọúnu,I am at table
obọvo,adv. once
obúko,"back, behind"
Urhobo,English gloss
obruche,adviser
ochá,wedge
oché,n. blow
ocheremu,cook
ochẹ,water pot
óchíbẹ,eunuch
oda,(ọpia) n. cutlass/machete
odemuo,"naming, name-giving"
odẹ1,name
ódẹ2,tomorrow
ódẹrówarena,yesterday
ódi1,deaf-mute
odi2,grass
odín3,even
odibo1,servant
ódíbó2,banana
odiodi,"nought, zero, nothing"
odo1,fever
ódó2,big mortar
ódódó,flower
odóvá,nickname
odú,"one hundred thousand (100,000)"
odúduíma,"billion (1000,000,000)"
odúdúrú,"million (1,000,000)"
oduvwiro,goldsmith
odja1,soap
ódjan2,hookworm
ódjádja,pain
odjávwọ,secret
odjephia,"exhibition, introduction (e.g. as part of a book)"
odjidjiro,cold (in some contexts as = djidjiro)
odjigbẹ1,yellow bush-yam
odjigbẹ2,long slender cutlass used for grass cutting
odjiko,mat made of raffia palm
odju,n. wind/air
odjúvwú,heaven
ofán,transport
ófe1,yam-beetle
ófe2,tuberculosis
ofénẹ,difference
ofi,smallpox
ofiá,lie
ofovwi,war
Urhobo,English gloss
ógága,power
ogebene,dish
ógẹ,pimple
ogiribo,stormy rain
ogodẹ,sheep
ogoro,frog
ogue,‘robin’ [no robins in Nigeria]
oguefia,n. liar
ógba1,fence
ogbá2,iron
ógbe,quarter
ogbere,poverty
ogbeyin,n. tortoise
ógbẹnẹ,eel
ógbo,python
ogbóko,distance
ógborígbo,"monitor lizard, ‘iguana’"
ogborhuane,cock
ogbọ,tree felling stage in the preparation of farm land
ogbọnọ,bullet
ogbú,warrior
ogha,n. long instrument with barbs used for killing fish (e.g. spear)
oghare,division
oghẹrúvo,afternoon
óghóghori,lizard
oghoremu,hawker
oghọ,branch
oghọre,hook
oghresi,mouse
oghriki,tree sp.
oghwá1,load
óghwa2,stall
oghwara1,castrated animal (e.g. pig)
oghwara2,gourd
oghwévwri,oil soap
oghwó,n. soup
oghwókpo,toad
ogrogro,"tall, long (in some contexts = grogro)"
oha,mockery
ohahe,silk-cotton tree
oheri,heat
óhéhẹre,width
Urhobo,English gloss
ohori,worm
óhoró,vagina
ohọre,neck
ohọnre,fight
óhórọ,skin
óhra,disorganisation
ohro,n. rat
ohwahwa,harmattan
ohwérivwi,ghost
ohwiyeri,fisherman
ohwó,person
ohwóhwó,each other
ohwórákpọ,human being
oja1,suffering
ojá2,yam stick
oji,thief
ojọrọ,chain
oka1,type/kind
óka2,mark
ókákọ,crop
ókao,masquerade
ókarerivwi,birth mark
okárọ1,gun-shot
okárọ2,wardrobe
oke,Urhobo name for the Yoruba people and their language
okemwa,tailor
okere,frog sp.
okidiagbara,chairman
óko,(ọsẹ) n. friend
okó1,asset
okọ2,boat/canoe
okọrédi,boat used locally for production of palm oil
okọrénu,n. aeroplane
okọrérháre,n. ship
okọrórivwi,coffin
okọrótọ,n. motor vehicle
okọrúhọphe,raft
okuba,necessity
okugbé1,federal
okugbé2,togetherness
okukuji,owl
Urhobo,English gloss
okuogho,n. headtie/headscarf
okpa1,calabash
ókpa2,hand-woven wrapper as thick as blanket
okpagha,oil-bean tree
okpahọvo,two Naira (N2)
okpakpa,haste
okpému1,big hawk
okpému2,"strange thing, extraordinary thing that beats imagination"
okpetú,n. trouble
okpohrókpo,lion
ókrẹkrẹ,shortness
okri,n. he (billy) goat
oma1,n. body/self
óma2,image
omagáre,how are you?
omamẹ,myself
omámọ1,fruit
omamọ2,a. best/special
omaohwó,oneself
omarávwáre,ourselves
omaráyen,themselves
omarowan,yourselves
omaróyen,"himself, herself, itself"
omavwerhovwẹ,"pleasure, gladness, joy"
omawẹn,yourself
omédje,introduction
omékuogbe,unity
omérovwo,holiday
omeru,pretence
omévwuo,pomposity
omécha,protection
omédja,harshness
omériọ,jealousy
omévuọ,shame
omévwárhọ,struggling
omévwávwọ,competition
omévwọvwọ,disgrace
omíragua,mister (Mr.)
